epoch,accuracy,learning_rate,loss,mean_io_u,val_accuracy,val_learning_rate,val_loss,val_mean_io_u
28,0.936939001083374,9.999999747378752e-05,0.06503451615571976,0.9999998807907104,NA,NA,NA,NA
29,0.9369450211524963,9.999999747378752e-05,0.06394843757152557,0.9999998807907104,NA,NA,NA,NA
30,0.9368995428085327,9.999999747378752e-05,0.06413398683071136,0.9999998807907104,NA,NA,NA,NA
31,0.936944305896759,9.999999747378752e-05,0.06262566149234772,0.9999998807907104,NA,NA,NA,NA
32,0.9369329214096069,9.999999747378752e-05,0.06200431287288666,0.9999998807907104,NA,NA,NA,NA
33,0.9369133114814758,9.999999747378752e-05,0.062099095433950424,0.9999998807907104,NA,NA,NA,NA
34,0.9369232058525085,9.999999747378752e-05,0.061479780822992325,0.9999998807907104,NA,NA,NA,NA
35,0.9369218945503235,9.999999747378752e-05,0.06076587736606598,0.9999998807907104,NA,NA,NA,NA
36,0.9369092583656311,9.999999747378752e-05,0.06072064861655235,0.9999998807907104,NA,NA,NA,NA
37,0.9369224309921265,9.999999747378752e-05,0.06164931878447533,0.9999998807907104,NA,NA,NA,NA
38,0.9369287490844727,9.999999747378752e-05,0.06002534553408623,0.9999998807907104,NA,NA,NA,NA
39,0.9369270205497742,9.999999747378752e-05,0.06006334349513054,0.9999998807907104,NA,NA,NA,NA
40,0.93691486120224,9.999999747378752e-05,0.05933576077222824,0.9999998807907104,NA,NA,NA,NA
41,0.9369076490402222,9.999999747378752e-05,0.05910869687795639,0.9999998807907104,NA,NA,NA,NA
42,0.9369280338287354,9.999999747378752e-05,0.05968531221151352,0.9999998807907104,NA,NA,NA,NA
43,0.9369368553161621,9.999999747378752e-05,0.05860046297311783,0.9999998807907104,NA,NA,NA,NA
44,0.9369162917137146,9.999999747378752e-05,0.05847298726439476,0.9999998807907104,NA,NA,NA,NA
45,0.9369245767593384,9.999999747378752e-05,0.05821450799703598,0.9999998807907104,NA,NA,NA,NA
46,0.9369250535964966,9.999999747378752e-05,0.05835309997200966,0.9999998807907104,NA,NA,NA,NA
47,0.9368895292282104,9.999999747378752e-05,0.05860014259815216,0.9999998807907104,NA,NA,NA,NA
48,0.9369342923164368,9.999999747378752e-05,0.058182161301374435,0.9999998807907104,NA,NA,NA,NA
49,0.9369212985038757,9.999999747378752e-05,0.05850698798894882,0.9999998807907104,NA,NA,NA,NA
50,0.9369390606880188,9.999999747378752e-05,0.057343173772096634,0.9999998807907104,NA,NA,NA,NA
51,0.9369316101074219,9.999999747378752e-05,0.05740097537636757,0.9999998807907104,NA,NA,NA,NA
52,0.9369075298309326,9.999999747378752e-05,0.05758367478847504,0.9999998807907104,NA,NA,NA,NA
53,0.9369242191314697,9.999999747378752e-05,0.05705774202942848,0.9999998807907104,NA,NA,NA,NA
54,0.9369152784347534,9.999999747378752e-05,0.05700450763106346,0.9999998807907104,NA,NA,NA,NA
55,0.9369322061538696,9.999999747378752e-05,0.05691630020737648,0.9999998807907104,NA,NA,NA,NA
56,0.9369245767593384,9.999999747378752e-05,0.056435346603393555,0.9999998807907104,NA,NA,NA,NA
57,0.9369143843650818,9.999999747378752e-05,0.05654103308916092,0.9999998807907104,NA,NA,NA,NA
58,0.93691086769104,9.999999747378752e-05,0.05646715313196182,0.9999998807907104,NA,NA,NA,NA
59,0.936924159526825,9.999999747378752e-05,0.05616675317287445,0.9999998807907104,NA,NA,NA,NA
60,0.9369004368782043,9.999999747378752e-05,0.05625635012984276,0.9999998807907104,NA,NA,NA,NA
61,0.9369193911552429,9.999999747378752e-05,0.055910516530275345,0.9999998807907104,NA,NA,NA,NA
62,0.9369144439697266,9.999999747378752e-05,0.05614430084824562,0.9999998807907104,NA,NA,NA,NA
63,0.9368906617164612,9.999999747378752e-05,0.0567457489669323,0.9999998807907104,NA,NA,NA,NA
64,0.9368742108345032,9.999999747378752e-05,0.05650389567017555,0.9999998807907104,NA,NA,NA,NA
65,0.9369211792945862,9.999999747378752e-05,0.055748350918293,0.9999998807907104,NA,NA,NA,NA
66,0.9368982315063477,9.999999747378752e-05,0.056069109588861465,0.9999998807907104,NA,NA,NA,NA
67,0.9368915557861328,9.999999747378752e-05,0.05545128136873245,0.9999998807907104,NA,NA,NA,NA
68,0.9368806481361389,9.999999747378752e-05,0.055258411914110184,0.9999998807907104,NA,NA,NA,NA
69,0.9368632435798645,9.999999747378752e-05,0.05535358563065529,0.9999998807907104,NA,NA,NA,NA
70,0.9368324279785156,9.999999747378752e-05,0.055465273559093475,0.9999998807907104,NA,NA,NA,NA
71,0.9368847608566284,9.999999747378752e-05,0.05562654882669449,0.9999998807907104,NA,NA,NA,NA
72,0.9368911385536194,9.999999747378752e-05,0.055202730000019073,0.9999998807907104,NA,NA,NA,NA
73,0.9368605017662048,9.999999747378752e-05,0.05530446767807007,0.9999998807907104,NA,NA,NA,NA
74,0.9368973970413208,9.999999747378752e-05,0.05516685172915459,0.9999998807907104,NA,NA,NA,NA
75,0.9368698596954346,9.999999747378752e-05,0.05512251332402229,0.9999998807907104,NA,NA,NA,NA
76,0.9368932843208313,9.999999747378752e-05,0.054837100207805634,0.9999998807907104,NA,NA,NA,NA
77,0.936884343624115,9.999999747378752e-05,0.05475352704524994,0.9999998807907104,NA,NA,NA,NA
78,0.936890184879303,9.999999747378752e-05,0.0546925850212574,0.9999998807907104,NA,NA,NA,NA
79,0.936888575553894,9.999999747378752e-05,0.05455247312784195,0.9999998807907104,NA,NA,NA,NA
80,0.9368502497673035,9.999999747378752e-05,0.0546131394803524,0.9999998807907104,NA,NA,NA,NA
81,0.9368628263473511,9.999999747378752e-05,0.05496099591255188,0.9999998807907104,NA,NA,NA,NA
82,0.9368861317634583,9.999999747378752e-05,0.05468218773603439,0.9999998807907104,NA,NA,NA,NA
83,0.9368513226509094,9.999999747378752e-05,0.05446967855095863,0.9999998807907104,NA,NA,NA,NA
84,0.9368885159492493,9.999999747378752e-05,0.05442138388752937,0.9999998807907104,NA,NA,NA,NA
85,0.9368228316307068,9.999999747378752e-05,0.054413799196481705,0.9999998807907104,NA,NA,NA,NA
86,0.9368014335632324,9.999999747378752e-05,0.054485611617565155,0.9999998807907104,NA,NA,NA,NA
87,0.9368143081665039,9.999999747378752e-05,0.05441053956747055,0.9999998807907104,NA,NA,NA,NA
88,0.9368537664413452,9.999999747378752e-05,0.054531730711460114,0.9999998807907104,NA,NA,NA,NA
89,0.9368216395378113,9.999999747378752e-05,0.05480194464325905,0.9999998807907104,NA,NA,NA,NA
90,0.9368571043014526,9.999999747378752e-05,0.05429677665233612,0.9999998807907104,NA,NA,NA,NA
91,0.9367167949676514,9.999999747378752e-05,0.05500810965895653,0.9999998807907104,NA,NA,NA,NA
92,0.9368586540222168,9.999999747378752e-05,0.05400008708238602,0.9999998807907104,NA,NA,NA,NA
93,0.9368559122085571,9.999999747378752e-05,0.05381935462355614,0.9999998807907104,NA,NA,NA,NA
94,0.936859130859375,9.999999747378752e-05,0.053687311708927155,0.9999998807907104,NA,NA,NA,NA
95,0.9366844892501831,9.999999747378752e-05,0.05471142753958702,0.9999998807907104,NA,NA,NA,NA
96,0.9368281364440918,9.999999747378752e-05,0.053778115659952164,0.9999998807907104,NA,NA,NA,NA
97,0.9368475675582886,9.999999747378752e-05,0.053693145513534546,0.9999998807907104,NA,NA,NA,NA
98,0.936843991279602,9.999999747378752e-05,0.05357687175273895,0.9999998807907104,NA,NA,NA,NA
99,0.9367804527282715,9.999999747378752e-05,0.054179586470127106,0.9999998807907104,NA,NA,NA,NA
